path,label,width,height,pixel_sha256,phash,split_group,split
Basil_Plant_Unhealthy/IMG_20201217_152212.jpg,Unhealthy,300,300,faa08fcf23f0cda2a691b7cfb517dfa26cbc2ab0a9c25ba11904464383c0dddf,7039590381780185515,group-00817,development
Basil_Plant_Unhealthy/IMG_20201217_152216.jpg,Unhealthy,300,300,3e8e0c2643b8266f8a4e04db8914f93cc54e5889ab72e14643eddb8d71cec9d2,5606494188177920443,group-00818,development
Basil_Plant_Unhealthy/IMG_20201217_152217.jpg,Unhealthy,300,300,725df52288a0eeb8d1d3c5fc11501fd8c9d8dba903445fe2777f2a4ec12a589b,976802571620684219,group-00819,development
Basil_Plant_Unhealthy/IMG_20201217_152218.jpg,Unhealthy,300,300,a1fb9a2d98342b81b357386fe63f224e5cb90976149c2faa5709fe388fa51946,1809352775912616430,group-00820,development
Basil_Plant_Unhealthy/IMG_20201217_152219.jpg,Unhealthy,300,300,23dfc4bb04f0219b68bd53746e3bca5290f4d85d46cd2d39590457a4d4b5d766,5541149441484702974,group-00821,test
Basil_Plant_Unhealthy/IMG_20201217_152221.jpg,Unhealthy,300,300,6bf0d92265bb779a4b1c3f2ad40875ec37837b58b825a89e312f9a4f331d8e5c,6693367254354935998,group-00822,development
Basil_Plant_Unhealthy/IMG_20201217_152345.jpg,Unhealthy,300,300,f850c8cbb175d886d43062e1e47b063c7964da4aa2be06ae446e62fbd634af81,6101736370565072651,group-00823,development
Basil_Plant_Unhealthy/IMG_20201217_152347.jpg,Unhealthy,300,300,c2ce1a71f3e45e5b515972e9189f1bbc0205d13852cfa79096bb30d8ccca8e6d,3261381284619126539,group-00824,development
Basil_Plant_Unhealthy/IMG_20201217_152348.jpg,Unhealthy,300,300,ed05bbb5f296774673fa5f63c170e0a5c8b224d1568fa4bddef8c1b9b0b16268,2690505932062627091,group-00825,test
Basil_Plant_Unhealthy/IMG_20201217_152349.jpg,Unhealthy,300,300,5f3da3c7fd8b83131815c17b5b7b4fa355d3f5eac8fc82ded35e22a389b0ca3e,1283400492608959787,group-00826,development
Basil_Plant_Unhealthy/IMG_20201217_152350.jpg,Unhealthy,300,300,c2b6f10b18b26a60c8a806ad94e2eba0d358124c20ffa4fa692be05b897b1b54,2440262647023970059,group-00827,development
Basil_Plant_Unhealthy/IMG_20201217_152351.jpg,Unhealthy,300,300,f02edf1fb4f2b5661e11a8a12392e9e09378ecc127a27f779dc2af952de3023f,2436321997618972419,group-00828,development
Basil_Plant_Unhealthy/IMG_20201217_152352.jpg,Unhealthy,300,300,c045ea3b39f39bf0b229e6c29d24fbc429a9ef13d88e5300d073fa7b348fbd05,56169595090020139,group-00829,development
Basil_Plant_Unhealthy/IMG_20201217_152353.jpg,Unhealthy,300,300,08ccad84571736cce78b7905020d0d4b375e8b4752f2d430e0356795bd2f7f02,4105248703160554763,group-00830,test
Basil_Plant_Unhealthy/IMG_20201217_152354.jpg,Unhealthy,300,300,d679394ab59a4969d1251610b767149f3142b422234147628a0e8c617e33380e,7550502452459771147,group-00832,development
Basil_Plant_Unhealthy/IMG_20201217_152354_1.jpg,Unhealthy,300,300,97013f9a532b4c6bcd9eff45e9bdff4165974f86742227f846a3661717ce681f,8703423957066618121,group-00832,development
Basil_Plant_Unhealthy/IMG_20201217_152357.jpg,Unhealthy,300,300,de73bdf9898f2b5bcfb7e1c91d629cd0e279a0d087fde756a09d402be91d585c,1778575205645587725,group-00833,development
Basil_Plant_Unhealthy/IMG_20201217_152359.jpg,Unhealthy,300,300,7a4d25f700348099cf59269fcc52637e66131150c63edf45df74b97492475260,2930933760298227019,group-00834,development
Basil_Plant_Unhealthy/IMG_20201217_152400.jpg,Unhealthy,300,300,8da7781dfb9cbc539496b18125d8bdbaab73f4bd3f679cd6829346bda05655c1,4091737672417317195,group-00835,test
Basil_Plant_Unhealthy/IMG_20201217_152403.jpg,Unhealthy,300,300,0feac4efe621d9ced600f46d3c8151f15253aaae31900c292e91519a5977bd68,1054647987112031515,group-00836,development
Basil_Plant_Unhealthy/IMG_20201217_152411.jpg,Unhealthy,300,300,53998ac2782bd4d23555405698a81b1353abf7c576abde21e51a40b4a75ec019,1771271900612324223,group-00837,development
Basil_Plant_Unhealthy/IMG_20201217_152413.jpg,Unhealthy,300,300,e3b42eaefcca473cec6a01f816c49d747575f7a730d97df0828904747bcdd452,859290605246278527,group-00838,development
Basil_Plant_Unhealthy/IMG_20201217_152420.jpg,Unhealthy,300,300,943b7575c2f3f4405e73b600061499f802388b03b9da9ec3430cd399bd82db55,256393763109590266,group-00839,development
Basil_Plant_Unhealthy/IMG_20201217_152421.jpg,Unhealthy,300,300,8364fa185598d960637a85226ef201125475cd0baef7755404066f461cd91665,1409257543358076154,group-00842,development
Basil_Plant_Unhealthy/IMG_20201217_152423.jpg,Unhealthy,300,300,f9d90fc96ef2fd19362819dc85ec1586841bac3bb09276834552deb466ab7d07,1408696795649135866,group-00842,development
Basil_Plant_Unhealthy/IMG_20201217_152424.jpg,Unhealthy,300,300,2fa7f96b224eb63148abc58e5e2e6973863934ec3ac21361a26cc8d5e941935e,1408978270625584378,group-00842,development
Basil_Plant_Unhealthy/IMG_20201217_152424_1.jpg,Unhealthy,300,300,7c14495a15481716ddd83e3b6be1068cd3415dbe59a8903e6d13143e87e101d2,1371832353695061246,group-00844,development
Basil_Plant_Unhealthy/IMG_20201217_152425.jpg,Unhealthy,300,300,0f2a913af624336f2824c349e07dc8c34c75126eb1dbbbb41a8b5682f7c01e63,1372958253585388794,group-00844,development
Basil_Plant_Unhealthy/IMG_20201217_152426.jpg,Unhealthy,300,300,b13c1e1ef7319bb5384bc09f5f2b6044fa216fff7f5f7247cf52cc7aa451c023,3700921627094414586,group-00845,development
Basil_Plant_Unhealthy/IMG_20201217_152429.jpg,Unhealthy,300,300,ca154ddb2bb88b43f9b63861e4da0f764051200b96db2369200a7dce69fcfb7f,2998351548171736303,group-00846,development
Basil_Plant_Unhealthy/IMG_20201217_152430.jpg,Unhealthy,300,300,c867f8222c550b0d906edcdec08fee1e23664793b4e16daebd9feb11b79e09f0,8761991362863531243,group-00847,development
Basil_Plant_Unhealthy/IMG_20201217_152431.jpg,Unhealthy,300,300,2fddc794eb7449cc57da116db221bf9c7311eba1668cbe919d32bc705064d797,8761975011444884719,group-00848,development
Basil_Plant_Unhealthy/IMG_20201217_152439.jpg,Unhealthy,300,300,1837535ba51ac3510ae18fd4161653a19537c03660c543e056eb85edfcbfe67b,8399944157489126638,group-00849,development
Basil_Plant_Unhealthy/IMG_20201217_152441.jpg,Unhealthy,300,300,794e8be9052edfb7223c7be245827b449441b9d0932dfb24aaac89162b0437b8,3789244400488537322,group-00850,test
Basil_Plant_Unhealthy/IMG_20201217_152444.jpg,Unhealthy,300,300,d2c2a62f876e6f9abe05ad46c2942874f204269399412785e849668fa80b9073,8950423779701544174,group-00855,development
Basil_Plant_Unhealthy/IMG_20201217_152445.jpg,Unhealthy,300,300,3106256e0d094f3f11cbd5c58c630b0c1f7038fd5326a6c262a06d1905d4aecc,8680225394245342446,group-00855,development
Basil_Plant_Unhealthy/IMG_20201217_152446.jpg,Unhealthy,300,300,72559027b34de6bc691a2cf9c81da0b78d54fc6e38439072a602dc944306acbc,8680208076937204974,group-00855,development
Basil_Plant_Unhealthy/IMG_20201217_152447.jpg,Unhealthy,300,300,81ce3b7d830ad143a1296d69f4261f04049b6642d34817a6d5d4fb9c03918ab3,8680155300379071726,group-00855,development
Basil_Plant_Unhealthy/IMG_20201217_152448.jpg,Unhealthy,300,300,cb6b103c0bc61badc80ec403d704d865bf295af13378865cc3a5146f3e02d809,8680208076937204974,group-00855,development
Basil_Plant_Unhealthy/IMG_20201217_152452.jpg,Unhealthy,300,300,36b02aa14b1e693a04c5d570981d439e2ccfd767b13f9589308a270f0e631a41,1622353144434497263,group-00856,development
Basil_Plant_Unhealthy/IMG_20201217_152457.jpg,Unhealthy,300,300,d6f438962a481f738a66b068f95646953bd75d55680962e328db23ab2e5bcd38,4355485954153553451,group-00859,development
Basil_Plant_Unhealthy/IMG_20201217_152458.jpg,Unhealthy,300,300,803d38d2a60b6df838360993e7b4921b64e39b1a9451806b677e3730add3fb1b,4355204565076188715,group-00859,development
Basil_Plant_Unhealthy/IMG_20201217_152500.jpg,Unhealthy,300,300,435a3d34904230e7c10f204255f1cc5ac693a1d0b7fd02067242bd9fd8125225,4357454715622428203,group-00859,development
Basil_Plant_Unhealthy/IMG_20201217_152502.jpg,Unhealthy,300,300,1b1ab5f5127ff9a43cf98ef5dbf691f2e4748f109812ab64c11c97ffa04da505,4358455820959518315,group-00860,development
Basil_Plant_Unhealthy/IMG_20201217_152509.jpg,Unhealthy,300,300,f8f0f469d7bbefce65c47dcc1dc8d2e0043d9ddea10f466149b932a6b2a04a23,5649256156757523691,group-00861,development
Basil_Plant_Unhealthy/IMG_20201217_152510.jpg,Unhealthy,300,300,e56794ea92d614e76c7b89e1fa965ba04fa7711658515b3c1e75ec15d529c3d9,893454950413663471,group-00862,development
Basil_Plant_Unhealthy/IMG_20201217_152515.jpg,Unhealthy,300,300,5687a4616909aab69e88cf8e81945886f55220f1055d2fcce7a2179b55a9455a,654766094811987067,group-00865,development
Basil_Plant_Unhealthy/IMG_20201217_152516.jpg,Unhealthy,300,300,e9871b019e00659a16a2e9f01aafd07ddc13a287112e916db80c81c891d8cdbb,654766103804574843,group-00865,development
Basil_Plant_Unhealthy/IMG_20201217_152517.jpg,Unhealthy,300,300,7fc1436f844b82c8e97be85f6daa126a96f4aadc40b48a698eaed5e20656fef0,657018951590280315,group-00865,development
Basil_Plant_Unhealthy/IMG_20201217_152520.jpg,Unhealthy,300,300,87be6dfceb11eae7f85c402cf9ea67e8d3c8b8e2dd5831f52d10101967031547,5591892435552468155,group-00866,test
Basil_Plant_Unhealthy/IMG_20201217_152521.jpg,Unhealthy,300,300,0873bd912fe30afcb74de282f7f0d7c85315ef69ada10fb3970c870e94b38d16,976337785599065275,group-00867,development
Basil_Plant_Unhealthy/IMG_20201217_152523.jpg,Unhealthy,300,300,c957dfee450884c5049fe620af5fce5c7f1ac2725a776f045495b012754d158e,332323605820767418,group-00868,development
Basil_Plant_Unhealthy/IMG_20201217_152527.jpg,Unhealthy,300,300,f4068804f748374fd554f373f1804c903c990c070a94650c83223464def53c62,2640064355595222202,group-00869,development
Basil_Plant_Unhealthy/IMG_20201217_152530.jpg,Unhealthy,300,300,4a9f8a8c9ae5f9ac3f3bcfffa1ae2717d115c1a2fd316c00f1ff58663eb5084b,8674581710197546155,group-00873,development
Basil_Plant_Unhealthy/IMG_20201217_152531.jpg,Unhealthy,300,300,a70f5f8a9dabe9abed934d6cdd4b1a4f1e9c8bc8bfd665447f9c6e04fdee7100,8242236146020310187,group-00873,development
Basil_Plant_Unhealthy/IMG_20201217_152532.jpg,Unhealthy,300,300,c811c0b301307ad82d63c28307ce4e8e2def69b54ab8fd393d8907caa333ea7a,8242236146020310187,group-00873,development
Basil_Plant_Unhealthy/IMG_20201217_152532_1.jpg,Unhealthy,300,300,a4d29290f66eaadb9a67bfe6415c0f0a299ee0764ae49e97da20e027b6889739,8818696898290179243,group-00873,development
Basil_Plant_Unhealthy/IMG_20201217_152534.jpg,Unhealthy,300,300,438d5ea2eacacf32ec837abc04396e4a33a1511801c6510882640e24015bc5f8,4207010811194432683,group-00874,development
Basil_Plant_Unhealthy/IMG_20201217_152535.jpg,Unhealthy,300,300,8bb9d6a3cf6a913ff1d7261952a23ff5598b39198ff1157f5359a0576ce43be8,8809267418371775659,group-00875,development
Basil_Plant_Unhealthy/IMG_20201217_152537.jpg,Unhealthy,300,300,41785ef47e17275bf48177d793f3563a96b4116a63a3d059dbdcf8fb23f88df7,6513983581717034155,group-00879,test
Basil_Plant_Unhealthy/IMG_20201217_152538.jpg,Unhealthy,300,300,2e95d3a581b595e0e8b394ead84af50e6a42ae5ddaf8d2763dcb05c36e3966a9,6658098907231835307,group-00879,test
Basil_Plant_Unhealthy/IMG_20201217_152538_1.jpg,Unhealthy,300,300,176190f22d201aea17678e82fdddc2af91839d4f7616847de25be0e92bf34954,6658081315045799083,group-00879,test
Basil_Plant_Unhealthy/IMG_20201217_152539.jpg,Unhealthy,300,300,75506c15df99dda32893c883e414bb674b24aade93b2a9c91d01724adfeb7736,1758200104838790315,group-00879,test
Basil_Plant_Unhealthy/IMG_20201217_152540.jpg,Unhealthy,300,300,5e0c22fe14fe0ceb88baaf21824c71f481152eb28265393d4f95b6bf9d33af0c,956490720472585899,group-00881,development
Basil_Plant_Unhealthy/IMG_20201217_152542.jpg,Unhealthy,300,300,2524ff14ee97bb0b874b8f1f94b620b9a0cb5452bce6605cff8b36a80427fa03,3262333695324452523,group-00881,development
Basil_Plant_Unhealthy/IMG_20201217_152548.jpg,Unhealthy,300,300,5d55aafe24e3923a66e48c29b56bca1460c5b89ad2d1a32fd9b9829e6d1e4c62,3764462157352010222,group-00882,development
Basil_Plant_Unhealthy/IMG_20201217_152549.jpg,Unhealthy,300,300,4a7cec32e85f0f3d7594d6e5fbad54c61da4f750108d7ef43d04e4aec6e4e69c,8519154918695502254,group-00883,test
Basil_Plant_Unhealthy/IMG_20201217_152550.jpg,Unhealthy,300,300,286f0c16763dac31e8da101cd787cd6a4f040d83f8b996c5780646cf5349cf33,8546449779307970990,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152551.jpg,Unhealthy,300,300,4e19be25e707c8bcfbc59c2462af98ed90b36328fc8fc2b13861d2eaf3348a2f,8546168304868131246,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152554.jpg,Unhealthy,300,300,5884f6b20077c1cd0aef125cafd33eae1536abba0c043fb5b6abbd01c9f7a819,8564182669017874862,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152555.jpg,Unhealthy,300,300,864e8ba689179db9444db288aa589ebe1ebfcd2e591dba02246b293eae020b03,6258339659804180926,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152556.jpg,Unhealthy,300,300,5a89776d891a0fd9741e51506618d767be79682b7de218ae3ac1c70ece2748c6,1655660840631534014,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152557.jpg,Unhealthy,300,300,5a82693ecce5d983fa23fa4f0afd176d3ae5f349ca08a3fd57bc06f8f774a538,6258339659804180926,group-00889,development
Basil_Plant_Unhealthy/IMG_20201217_152602.jpg,Unhealthy,300,300,0f0a9d5c31110463987b697fff9ae61563778b9635780eeec31c4eb0174f762f,2978183115650763582,group-00890,development
Basil_Plant_Unhealthy/IMG_20201217_152608.jpg,Unhealthy,300,300,41d393429f2cc9746402634969ef95250e0bb82895e589e3328e2ac2337cd3df,3585371311707849982,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152609.jpg,Unhealthy,300,300,45d39b976a62d97803193c837169d0a14b1cec08131e01322e84a682f23ee056,3585371311707849982,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152610.jpg,Unhealthy,300,300,9a0cb18cc0f5f0d026d9687d1bb7f2090a1e5dbfbdd3889cc8e4c4ed96f75d75,3567286819336291582,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152611.jpg,Unhealthy,300,300,076908e7e440b80bcdb5c6e0612130a313bc983b892fb5bfd5fa4073e963fd6a,3567286819269313790,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152612.jpg,Unhealthy,300,300,f8cf369fe79d81a13d69a893e693f852d4cb6295965cabe27d0b3f4f2b7049e6,3567304411454833918,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152614.jpg,Unhealthy,300,300,ff63e71c3a5cbf9d76c1622ec976f832c085d5ec53f259c7cb3a9409514b32b5,3567286819331720446,group-00896,development
Basil_Plant_Unhealthy/IMG_20201217_152618.jpg,Unhealthy,300,300,4d9fa0b027acbc6640f4ce75473e96317294495814b4b7d10429af91f4f2daad,5298966973377205419,group-00897,development
